split,bucket,actual,predicted,count,bytes
test,>64KiB,lua,toml,1,615525
test,>64KiB,markdown,markdown,5,573614
test,>64KiB,markdown,sql,1,74925
test,>64KiB,markdown,yaml,1,88672
test,>64KiB,objectivec,batch,3,700523
test,>64KiB,objectivec,c,1,86509
test,>64KiB,objectivec,html,4,1950963
test,>64KiB,objectivec,javascript,2,152881
test,>64KiB,objectivec,objectivec,22,4136082
test,>64KiB,ocaml,c,1,91656
test,>64KiB,ocaml,ini,6,538020
test,>64KiB,ocaml,ocaml,69,11127336
test,>64KiB,ocaml,perl,1,180000
test,>64KiB,perl,asm,1,119862
test,>64KiB,perl,batch,3,11044904
test,>64KiB,perl,c,1,448827
test,>64KiB,perl,ini,1,4084972
test,>64KiB,perl,json,1,243151
test,>64KiB,perl,julia,1,79860
test,>64KiB,perl,markdown,1,471856
test,>64KiB,perl,objectivec,2,474678
test,>64KiB,perl,perl,156,89896313
test,>64KiB,perl,powershell,1,66283
test,>64KiB,perl,r,22,3524520
test,>64KiB,perl,shell,2,460034
test,>64KiB,perl,yaml,1,98330
test,>64KiB,php,javascript,3,422077
test,>64KiB,php,php,24,4098137
test,>64KiB,powershell,powershell,50,22068900
test,>64KiB,powershell,ruby,1,427747
test,>64KiB,powershell,xml,1,124376
test,>64KiB,python,python,21,4771084
test,>64KiB,python,shell,1,1595408
test,>64KiB,r,batch,1,202535
test,>64KiB,r,c,1,674801
test,>64KiB,r,clojure,1,104953
test,>64KiB,r,powershell,1,75765
test,>64KiB,r,r,11,1189192
test,>64KiB,ruby,ruby,1,75855
test,>64KiB,rust,asm,1,174684
test,>64KiB,rust,json,5,2744842
test,>64KiB,rust,markdown,1,337332
test,>64KiB,rust,rust,33,8335887
test,>64KiB,rust,verilog,1,177000
test,>64KiB,rust,yaml,1,858906
test,>64KiB,scala,scala,5,1244152
test,>64KiB,shell,c,1,302472
test,>64KiB,shell,powershell,1,82881
test,>64KiB,shell,shell,9,1612447
test,>64KiB,shell,yaml,1,283672
test,>64KiB,sql,batch,1,113616
test,>64KiB,sql,html,1,100426
test,>64KiB,sql,powershell,6,7588122
test,>64KiB,sql,sql,285,901654506
test,>64KiB,sql,vba,3,2939729
test,>64KiB,swift,swift,7,726266
test,>64KiB,toml,toml,3,217503
test,>64KiB,typescript,batch,3,2466184
test,>64KiB,typescript,typescript,114,37454295
test,>64KiB,typescript,verilog,2,1856140
test,>64KiB,typescript,xml,5,1383218
test,>64KiB,vba,perl,1,89895
test,>64KiB,vba,ruby,2,327914
test,>64KiB,vba,vba,57,11151447
test,>64KiB,verilog,asm,4,22148036
test,>64KiB,verilog,cobol,2,672628
test,>64KiB,verilog,shell,1,116125
test,>64KiB,verilog,verilog,77,74099598
test,>64KiB,xml,html,1,564176
test,>64KiB,xml,objectivec,1,74872
test,>64KiB,xml,xml,150,189912381
test,>64KiB,yaml,yaml,14,11276543
